Country Name,Country Code,Indicator Name,Indicator Code,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Iran, Islamic Rep.",IRN,Rule of Law: Estimate,RL.EST,-1.02745187282562,-0.97846394777298,-1.05367839336395,-1.02666425704956,-0.967787086963654,-0.918653786182404,-0.997067153453827,-1.05286180973053,-0.940354943275452,-0.695977568626404,-0.7025266289711,-0.712859213352203,-0.771478950977325,-0.88682621717453,-0.966482520103455
Iraq,IRQ,Rule of Law: Estimate,RL.EST,-1.83802831172943,-1.76817429065704,-1.70071530342102,-1.70723676681519,-1.55628681182861,-1.57004082202911,-1.56443238258362,-1.44884276390076,-1.56235945224762,-1.76788532733917,-1.75534462928772,-1.80134296417236,-1.77203547954559,-1.79986429214478,-1.74884688854218
Iceland,ISL,Rule of Law: Estimate,RL.EST,1.82779610157013,1.8531905412674,1.70691537857056,1.70661580562592,1.68856692314148,1.67797338962555,1.65386235713959,1.70448124408722,1.63356757164001,1.48315024375916,1.57102274894714,1.67925131320953,1.72632610797882,1.75022161006927,1.71263349056244
Israel,ISR,Rule of Law: Estimate,RL.EST,0.816402733325958,0.837563395500183,0.835133969783783,0.909712016582489,1.00532269477844,0.928755700588226,0.971388220787048,1.1051938533783,1.13097846508026,1.03913819789886,0.989351093769073,0.960164308547974,1.01171886920929,0.935626029968262,0.906789362430573
Italy,ITA,Rule of Law: Estimate,RL.EST,0.467548191547394,0.447921454906464,0.399145483970642,0.454773187637329,0.483442842960358,0.425940155982971,0.436259418725967,0.422147244215012,0.288353830575943,0.366415023803711,0.319133818149567,0.240623876452446,0.272417157888412,0.206682667136192,0.240348026156425
Jamaica,JAM,Rule of Law: Estimate,RL.EST,-0.350273311138153,-0.297387421131134,-0.401666194200516,-0.43237179517746,-0.371135145425797,-0.34698748588562,-0.319506496191025,-0.237061217427254,-0.191494479775429,-0.173104882240295,-0.134216383099556,-0.218186751008034,-0.311447709798813,-0.241394460201263,-0.196310371160507
Jordan,JOR,Rule of Law: Estimate,RL.EST,0.36315992474556,0.397879958152771,0.216567948460579,0.146154016256332,0.20058399438858,0.350899755954742,0.375341713428497,0.467034488916397,0.414704382419586,0.245897457003593,0.235927596688271,0.231425076723099,0.132250651717186,0.186624512076378,0.182595565915108
Japan,JPN,Rule of Law: Estimate,RL.EST,1.31983089447021,1.30866920948029,1.28708302974701,1.31965863704681,1.30369925498962,1.35136580467224,1.43588483333588,1.59787368774414,1.48507380485535,1.38373231887817,1.52945506572723,1.49385368824005,1.49643456935883,1.47148048877716,1.54032814502716
Kazakhstan,KAZ,Rule of Law: Estimate,RL.EST,-1.03190290927887,-0.926385998725891,-0.723441064357758,-0.695639729499817,-0.641633808612823,-0.772899031639099,-0.716409802436829,-0.609486997127533,-0.515273213386536,-0.513149499893188,-0.48727560043335,-0.503466427326202,-0.510017037391663,-0.467089861631393,-0.508970081806183
Kenya,KEN,Rule of Law: Estimate,RL.EST,-0.971304595470428,-0.999996304512024,-1.02264547348022,-0.953961968421936,-0.912996649742126,-0.831432938575745,-0.715259850025177,-0.412037432193756,-0.507376968860626,-0.457080602645874,-0.431836128234863,-0.42828243970871,-0.464812368154526,-0.579112708568573,-0.42144787311554
Kyrgyz Republic,KGZ,Rule of Law: Estimate,RL.EST,-1.32194709777832,-1.38291394710541,-1.32975375652313,-1.26945745944977,-1.19611263275146,-1.1348477602005,-1.11533272266388,-0.936236679553986,-1.01451683044434,-1.04514920711517,-0.947072088718414,-0.928701460361481,-0.914637327194214,-0.962204277515411,-1.09876596927643
Cambodia,KHM,Rule of Law: Estimate,RL.EST,-1.14518678188324,-1.1556795835495,-1.12396168708801,-1.12309193611145,-1.05048811435699,-0.981346189975739,-1.0077155828476,-0.954232573509216,-0.996886312961578,-1.08159899711609,-1.07415091991425,-1.13500821590424,-0.954927742481232,-0.96412593126297,-0.919177949428558
Kiribati,KIR,Rule of Law: Estimate,RL.EST,0.810023128986359,0.399890422821045,0.142270758748055,0.061862401664257,0.121154494583607,0.182903423905373,0.229834407567978,-0.104548409581184,-0.153804197907448,0.300450533628464,0.585630178451538,0.576457321643829,0.817316353321075,1.01136934757233,0.886182308197021
St. Kitts and Nevis,KNA,Rule of Law: Estimate,RL.EST,0.893503189086914,0.95227187871933,0.99384593963623,0.976546347141266,0.979530811309814,0.972676515579224,0.972781121730804,-0.674316942691803,0.486067950725555,0.460554569959641,0.496037840843201,0.519262433052063,0.436488747596741,0.482425004243851,0.454818546772003
"Korea, Rep.",KOR,Rule of Law: Estimate,RL.EST,1.01054978370667,0.860504567623138,0.99423885345459,1.00820755958557,1.02559030056,0.984835565090179,0.945141017436981,1.00596332550049,0.902739524841309,1.1269690990448,1.1309677362442,1.1995415687561,1.15620601177216,1.14742302894592,1.09546947479248
Kuwait,KWT,Rule of Law: Estimate,RL.EST,0.593082547187805,0.580513060092926,0.580420553684235,0.585773587226868,0.542900204658508,0.362745106220245,0.360858380794525,0.0231114327907562,-0.0200028289109468,0.008284187875688,0.0807551294565201,0.186258539557457,0.193061023950577,0.310027807950974,0.239145532250404
Lao PDR,LAO,Rule of Law: Estimate,RL.EST,-0.956503331661224,-0.874180316925049,-1.04979801177979,-0.974354088306427,-1.00235879421234,-0.856835246086121,-0.803551852703094,-0.755931556224823,-0.818589389324188,-0.811208486557007,-0.90196168422699,-0.863126993179321,-0.968784987926483,-0.882887125015259,-0.663916766643524
Lebanon,LBN,Rule of Law: Estimate,RL.EST,-0.656928777694702,-0.606169164180756,-0.614996731281281,-0.644749224185944,-0.634227335453033,-0.70023500919342,-0.731825530529022,-0.721162438392639,-0.807239651679993,-0.810822367668152,-0.810203075408936,-0.782591283321381,-0.852763473987579,-0.905838549137115,-1.09179306030273
Liberia,LBR,Rule of Law: Estimate,RL.EST,-0.906182289123535,-1.10597169399261,-1.0251601934433,-0.973339378833771,-0.93740850687027,-0.888212502002716,-0.882252216339111,-0.803825914859772,-0.876839280128479,-0.967119812965393,-0.969253301620483,-1.00164043903351,-1.00460588932037,-1.0347945690155,-0.942662179470062
Libya,LBY,Rule of Law: Estimate,RL.EST,-0.955795526504517,-0.823480367660522,-0.943409562110901,-1.00942170619965,-1.07831406593323,-0.980967283248901,-1.26114928722382,-1.38994157314301,-1.52249729633331,-1.69788837432861,-1.68399310112,-1.6911062002182,-1.76349604129791,-1.88296401500702,-1.80367946624756
St. Lucia,LCA,Rule of Law: Estimate,RL.EST,0.848823130130768,0.912249743938446,0.890109956264496,0.852938830852509,0.826713979244232,0.720896303653717,0.771124660968781,0.625947833061218,0.698265910148621,0.548994958400726,0.598340749740601,0.631828129291534,0.590003490447998,0.660915732383728,0.605165064334869
Sri Lanka,LKA,Rule of Law: Estimate,RL.EST,0.131876915693283,-0.0007716653053648,-0.101635470986366,-0.118414133787155,-0.117064774036407,-0.114084355533123,-0.265521496534348,-0.14915905892849,0.0323726981878281,0.107386812567711,0.0275164842605591,-0.0001458172482671,0.0398785844445229,-0.0058447914198041,0.0169121492654085
Lesotho,LSO,Rule of Law: Estimate,RL.EST,-0.312398791313171,-0.246367320418358,-0.221786111593246,-0.290129393339157,-0.270240843296051,-0.269323468208313,-0.203416720032692,-0.209705591201782,-0.194238901138306,-0.186329171061516,-0.300513446331024,-0.366341024637222,-0.426953673362732,-0.48789855837822,-0.431362420320511
Lithuania,LTU,Rule of Law: Estimate,RL.EST,0.685900151729584,0.684017598628998,0.722068607807159,0.776326060295105,0.768031179904938,0.844753980636597,0.829998910427094,0.937465846538544,0.97820919752121,0.996741414070129,0.961514294147491,0.923098206520081,0.985989809036255,0.94848245382309,1.07464647293091
Luxembourg,LUX,Rule of Law: Estimate,RL.EST,1.74790990352631,1.78934144973755,1.81968367099762,1.84410035610199,1.82353007793427,1.79168510437012,1.80755913257599,1.901979804039,1.83813381195068,1.71983742713928,1.69909048080444,1.76795589923859,1.74955821037292,1.73590040206909,1.74762201309204
Latvia,LVA,Rule of Law: Estimate,RL.EST,0.715804815292358,0.777326226234436,0.789916634559631,0.758604049682617,0.740168809890747,0.779922068119049,0.762152135372162,0.870915234088898,0.766673684120178,0.927819967269897,0.900835394859314,0.923180341720581,0.979084551334381,0.92213636636734,0.949516475200653
"Macao SAR, China",MAC,Rule of Law: Estimate,RL.EST,0.309399664402008,0.457685977220535,0.706063687801361,0.717142939567566,0.686168372631073,0.64735621213913,0.638206481933594,0.950352728366852,0.891232967376709,0.820777177810669,0.814161896705627,0.971355676651001,0.88164347410202,0.811480820178986,0.780341923236847
Morocco,MAR,Rule of Law: Estimate,RL.EST,-0.329650670289993,-0.385672748088837,-0.262815058231354,-0.21353417634964,-0.275484472513199,-0.292328745126724,-0.344686150550842,-0.130961164832115,-0.181371480226517,-0.272754222154617,-0.278358191251755,-0.248644605278969,-0.23337709903717,-0.186950773000717,-0.243680879473686
Moldova,MDA,Rule of Law: Estimate,RL.EST,-0.506612956523895,-0.424041241407394,-0.434595018625259,-0.357611089944839,-0.327680468559265,-0.32300740480423,-0.370096445083618,-0.246212035417557,-0.383665978908539,-0.529219090938568,-0.451828390359879,-0.438802748918533,-0.458089917898178,-0.515005588531494,-0.357341021299362
Madagascar,MDG,Rule of Law: Estimate,RL.EST,-0.38940167427063,-0.455655753612518,-0.73262745141983,-0.878425717353821,-0.894967436790466,-0.927833795547485,-0.920765519142151,-0.736947298049927,-0.705094575881958,-0.831999182701111,-0.875741600990295,-0.836356043815613,-1.01349878311157,-0.879633843898773,-0.885595560073853
Maldives,MDV,Rule of Law: Estimate,RL.EST,-0.131116077303886,-0.171761319041252,-0.151592925190926,-0.319186180830002,-0.542268931865692,-0.544501006603241,-0.72413170337677,-0.489391773939133,-0.560627102851868,-0.324536770582199,-0.573328018188477,-0.538557231426239,-0.382373005151749,-0.239435225725174,-0.114723898470402
Mexico,MEX,Rule of Law: Estimate,RL.EST,-0.542932212352753,-0.689283549785614,-0.56286883354187,-0.552031338214874,-0.549887716770172,-0.53518009185791,-0.549416422843933,-0.406688004732132,-0.454765856266022,-0.579800665378571,-0.584648728370667,-0.641221523284912,-0.657918453216553,-0.642182171344757,-0.807996511459351
Marshall Islands,MHL,Rule of Law: Estimate,RL.EST,0.873276591300964,0.790415227413177,0.33556205034256,0.404105573892593,0.172931656241417,0.106395050883293,0.243839219212532,-0.199341028928757,0.0022257368545979,0.118992410600185,0.279402941465378,0.164092540740967,0.459464013576508,0.59727954864502,0.772542417049408
North Macedonia,MKD,Rule of Law: Estimate,RL.EST,-0.42130321264267,-0.32037752866745,-0.291893154382706,-0.302208334207535,-0.269508898258209,-0.251570194959641,-0.230947881937027,-0.0558183006942272,-0.237846747040749,-0.344368368387222,-0.310623556375504,-0.308503180742264,-0.306625753641129,-0.106092594563961,-0.100468806922436
Mali,MLI,Rule of Law: Estimate,RL.EST,-0.182401552796364,-0.319483637809753,-0.36310139298439,-0.447257936000824,-0.500218212604523,-0.664888739585876,-0.74717503786087,-0.635233938694,-0.75167179107666,-0.799188196659088,-0.792974710464478,-0.815612316131592,-0.864841282367706,-0.949093222618103,-0.91933411359787
Malta,MLT,Rule of Law: Estimate,RL.EST,1.61292576789856,1.6136599779129,1.47365593910217,1.41011226177216,1.27858006954193,1.33850824832916,1.32581269741058,1.19110727310181,1.1067533493042,0.968909025192261,1.11296081542969,1.01997232437134,0.921630799770355,0.883726119995117,0.835411548614502
Myanmar,MMR,Rule of Law: Estimate,RL.EST,-1.54923272132874,-1.54207372665405,-1.53503668308258,-1.5512946844101,-1.43966603279114,-1.35677540302277,-1.2435702085495,-1.19439601898193,-1.25903189182281,-0.902355670928955,-0.95928293466568,-1.04367196559906,-1.0792920589447,-1.19570922851562,-1.46778035163879
Montenegro,MNE,Rule of Law: Estimate,RL.EST,-0.194273695349693,-0.0889046341180801,-0.0165532864630222,-0.0636136308312416,-0.0588617920875549,-0.0584805831313133,-0.0343756228685379,0.0140005685389042,-0.0456785894930363,-0.135133937001228,-0.111639104783535,0.0027681780047714,-0.0074288840405643,-0.0405889339745045,-0.0840640366077423
Mongolia,MNG,Rule of Law: Estimate,RL.EST,-0.340681046247482,-0.334849029779434,-0.263375490903854,-0.364841192960739,-0.262269258499146,-0.367212653160095,-0.362200379371643,-0.330989390611649,-0.389925420284271,-0.226335674524307,-0.316596984863281,-0.278612732887268,-0.258330106735229,-0.269424438476562,-0.250202864408493
Mozambique,MOZ,Rule of Law: Estimate,RL.EST,-0.609173476696014,-0.616658091545105,-0.600408315658569,-0.487646609544754,-0.579845726490021,-0.598753094673157,-0.820203185081482,-0.809284687042236,-0.869379043579102,-1.0751576423645,-1.0070892572403,-1.06761610507965,-1.07297027111053,-1.07670676708221,-1.05518043041229
Mauritania,MRT,Rule of Law: Estimate,RL.EST,-0.702090203762054,-1.16015195846558,-0.814965605735779,-0.897638857364655,-0.929718732833862,-0.939481437206268,-1.00880360603333,-0.873123645782471,-0.891648173332214,-0.746190071105957,-0.618081569671631,-0.707436680793762,-0.608457326889038,-0.603924095630646,-0.687139749526978
Mauritius,MUS,Rule of Law: Estimate,RL.EST,0.851229131221771,0.938418507575989,0.897427082061768,0.887274205684662,0.935304999351501,1.02395617961884,0.966415286064148,0.948849141597748,0.843552529811859,0.688062191009521,0.670067489147186,0.710271120071411,0.693044364452362,0.886863529682159,0.842696368694305
Malawi,MWI,Rule of Law: Estimate,RL.EST,-0.166308999061584,-0.117958433926105,-0.117453590035439,-0.137619033455849,-0.165708616375923,-0.240807324647903,-0.162676721811295,-0.288955628871918,-0.32932847738266,-0.395066827535629,-0.394054114818573,-0.405365645885468,-0.342049658298492,-0.277480274438858,-0.248572364449501
Malaysia,MYS,Rule of Law: Estimate,RL.EST,0.366876482963562,0.247283861041069,0.373885452747345,0.39389044046402,0.402631521224976,0.379769444465637,0.341337561607361,0.524089753627777,0.402504026889801,0.387877881526947,0.388218402862549,0.529206156730652,0.4915691614151,0.573119819164276,0.532065808773041
Namibia,NAM,Rule of Law: Estimate,RL.EST,0.160778179764748,0.437859296798706,0.252103716135025,0.214178308844566,0.163114115595818,0.304072320461273,0.319085985422134,0.206508874893188,0.237587377429008,0.456785917282104,0.276563882827759,0.329324185848236,0.361682862043381,0.331514954566956,0.334974497556686
Niger,NER,Rule of Law: Estimate,RL.EST,-0.61301189661026,-0.680911064147949,-0.491859823465347,-0.499165296554565,-0.407697647809982,-0.663967430591583,-0.666362285614014,-0.650923073291779,-0.593084812164307,-0.685058176517487,-0.704613566398621,-0.605221748352051,-0.552525818347931,-0.573561906814575,-0.425562351942062
Nigeria,NGA,Rule of Law: Estimate,RL.EST,-1.06105268001556,-1.03830480575562,-1.15610778331757,-1.1588362455368,-1.1788387298584,-1.13882875442505,-1.12051975727081,-1.05607903003693,-0.983265340328217,-1.03865242004395,-0.88729989528656,-0.917605757713318,-0.938441932201385,-0.842042088508606,-0.870812594890594
Nicaragua,NIC,Rule of Law: Estimate,RL.EST,-0.788387358188629,-0.808183550834656,-0.786913633346558,-0.837366938591003,-0.725575923919678,-0.733911514282227,-0.674326598644257,-0.714166402816772,-0.754737794399261,-0.656879246234894,-0.660670220851898,-1.07846295833588,-1.20158541202545,-1.19874393939972,-1.36633682250977
Netherlands,NLD,Rule of Law: Estimate,RL.EST,1.76987528800964,1.74962913990021,1.80702006816864,1.81173205375671,1.81257343292236,1.85268175601959,1.82529842853546,1.973428606987,1.9068900346756,1.84564888477325,1.75830602645874,1.74446511268616,1.73473942279816,1.70633113384247,1.69862735271454
Norway,NOR,Rule of Law: Estimate,RL.EST,1.92829203605652,1.95778656005859,1.87349915504456,1.88987576961517,1.86417806148529,1.95103108882904,1.97096431255341,2.02431488037109,1.97525000572205,1.99445748329163,1.98068571090698,1.92207717895508,1.94084346294403,1.92992174625397,1.90791833400726
Nepal,NPL,Rule of Law: Estimate,RL.EST,-0.588803827762604,-0.669306337833405,-0.867817461490631,-0.959066808223724,-0.89161092042923,-0.737359285354614,-0.719270646572113,-0.649449348449707,-0.693813145160675,-0.81232476234436,-0.694522202014923,-0.491452485322952,-0.553871393203735,-0.513486564159393,-0.488838762044907
Nauru,NRU,Rule of Law: Estimate,RL.EST,0.50260853767395,0.365038484334946,0.473168194293976,0.458726167678833,0.555818676948547,0.72692596912384,0.615249872207642,-1.00783932209015,-0.602796196937561,-0.550933063030243,-0.0667443573474884,-0.0630435571074486,-0.136438280344009,-0.103717803955078,-0.0740987509489059
New Zealand,NZL,Rule of Law: Estimate,RL.EST,1.82681655883789,1.85065972805023,1.92267489433289,1.86188757419586,1.89464735984802,1.88321006298065,1.87013530731201,2.00404477119446,1.96533977985382,1.9136335849762,1.88447558879852,1.83380126953125,1.84377896785736,1.83839273452759,1.78116655349731
Oman,OMN,Rule of Law: Estimate,RL.EST,0.401494562625885,0.586111426353455,0.549425184726715,0.536823689937592,0.461840659379959,0.518843412399292,0.487130254507065,0.485367506742477,0.352589756250381,0.383400857448578,0.407715171575546,0.436807572841644,0.527708828449249,0.593385636806488,0.382868677377701
Pakistan,PAK,Rule of Law: Estimate,RL.EST,-0.887544631958008,-0.97261369228363,-0.838977217674255,-0.737805545330048,-0.9066281914711,-0.883420169353485,-0.856186628341675,-0.751135647296906,-0.777004957199097,-0.815520167350769,-0.731694102287292,-0.683649957180023,-0.68840104341507,-0.712938487529755,-0.658620655536652
